Date,High,Low,Open,Close,Volume,Adj Close
2022-03-04,646.4000244140625,612.5999755859375,639.2000122070312,613.7999877929688,10388.0,613.7999877929688
2022-03-03,656.7999877929688,639.4000244140625,653.0,641.7999877929688,6401.0,641.7999877929688
2022-03-02,656.5999755859375,638.7999877929688,640.7999877929688,652.0,13011.0,652.0
2022-03-01,659.2000122070312,637.4000244140625,657.2000122070312,645.5999755859375,12320.0,645.5999755859375
2022-02-28,659.5999755859375,630.2000122070312,631.7999877929688,658.0,13628.0,658.0
2022-02-25,656.4000244140625,641.7999877929688,653.5999755859375,646.2000122070312,8829.0,646.2000122070312
2022-02-24,651.0,620.0,620.0,645.2000122070312,10923.0,645.2000122070312
2022-02-23,667.4000244140625,652.0,656.0,652.4000244140625,10415.0,652.4000244140625
2022-02-22,665.4000244140625,631.4000244140625,634.2000122070312,657.0,14218.0,657.0
2022-02-21,671.4000244140625,645.2000122070312,671.4000244140625,651.0,10321.0,651.0
2022-02-18,678.5999755859375,662.5999755859375,677.0,663.5999755859375,5343.0,663.5999755859375
2022-02-17,696.5999755859375,679.7999877929688,688.4000244140625,682.0,8716.0,682.0
2022-02-16,705.0,683.0,700.0,688.0,8478.0,688.0
2022-02-15,703.7999877929688,673.7999877929688,676.7999877929688,700.4000244140625,13195.0,700.4000244140625
2022-02-14,683.0,664.5999755859375,675.0,681.4000244140625,10608.0,681.4000244140625
2022-02-11,707.5999755859375,694.4000244140625,701.0,695.7999877929688,9384.0,695.7999877929688
2022-02-10,726.5999755859375,704.0,723.2000122070312,706.2000122070312,15549.0,706.2000122070312
2022-02-09,733.5999755859375,717.0,717.2000122070312,722.5999755859375,13012.0,722.5999755859375
2022-02-08,719.7999877929688,706.5999755859375,716.2000122070312,712.5999755859375,8297.0,712.5999755859375
2022-02-07,726.0,711.5999755859375,717.0,713.4000244140625,10444.0,713.4000244140625
2022-02-04,739.5999755859375,712.7999877929688,733.2000122070312,715.4000244140625,9948.0,715.4000244140625
2022-02-03,741.4000244140625,706.7999877929688,740.0,721.5999755859375,11244.0,721.5999755859375
2022-02-02,754.4000244140625,735.5999755859375,735.5999755859375,738.2000122070312,8662.0,738.2000122070312
2022-02-01,751.0,728.2000122070312,746.0,733.5999755859375,11900.0,733.5999755859375
2022-01-31,750.4000244140625,731.2000122070312,731.7999877929688,739.7999877929688,10633.0,739.7999877929688
2022-01-28,731.7999877929688,706.5999755859375,724.7999877929688,722.5999755859375,9851.0,722.5999755859375
2022-01-27,744.0,723.7999877929688,741.0,731.5999755859375,10009.0,731.5999755859375
2022-01-26,769.4000244140625,742.7999877929688,744.2000122070312,756.2000122070312,7298.0,756.2000122070312
2022-01-25,751.5999755859375,725.0,750.0,734.0,10552.0,734.0
2022-01-24,771.5999755859375,736.0,766.4000244140625,745.0,8185.0,745.0
2022-01-21,775.7999877929688,764.0,774.2000122070312,769.4000244140625,5960.0,769.4000244140625
2022-01-20,789.0,769.4000244140625,785.2000122070312,786.0,7211.0,786.0
2022-01-19,797.5999755859375,755.0,759.4000244140625,785.2000122070312,6485.0,785.2000122070312
2022-01-18,802.0,766.5999755859375,802.0,774.4000244140625,5103.0,774.4000244140625
2022-01-17,804.2000122070312,783.5999755859375,793.5999755859375,799.2000122070312,3374.0,799.2000122070312
2022-01-14,814.4000244140625,785.5999755859375,805.2000122070312,791.0,7096.0,791.0
2022-01-13,835.4000244140625,811.5999755859375,835.2000122070312,814.2000122070312,4085.0,814.2000122070312
2022-01-12,838.0,819.2000122070312,823.0,835.7999877929688,7826.0,835.7999877929688
2022-01-11,816.7999877929688,804.7999877929688,813.4000244140625,809.7999877929688,6720.0,809.7999877929688
2022-01-10,856.2000122070312,805.0,854.4000244140625,805.5999755859375,8218.0,805.5999755859375
2022-01-07,867.2000122070312,852.2000122070312,859.2000122070312,857.0,5216.0,857.0
2022-01-06,881.0,856.7999877929688,881.0,865.0,4366.0,865.0
2022-01-05,893.4000244140625,881.0,891.4000244140625,887.4000244140625,3460.0,887.4000244140625
2022-01-04,900.5999755859375,882.4000244140625,900.5999755859375,891.5999755859375,5241.0,891.5999755859375
2022-01-03,911.0,895.4000244140625,906.5999755859375,896.0,2868.0,896.0
2021-12-30,906.2000122070312,891.7999877929688,891.7999877929688,900.4000244140625,3415.0,900.4000244140625
2021-12-29,898.0,889.2000122070312,892.7999877929688,891.7999877929688,3325.0,891.7999877929688
2021-12-28,903.7999877929688,891.0,899.5999755859375,892.4000244140625,3267.0,892.4000244140625
2021-12-27,905.5999755859375,893.2000122070312,899.7999877929688,897.5999755859375,3625.0,897.5999755859375
2021-12-23,904.7999877929688,893.2000122070312,894.7999877929688,900.4000244140625,4080.0,900.4000244140625
2021-12-22,894.7999877929688,871.4000244140625,876.4000244140625,894.7999877929688,4837.0,894.7999877929688
2021-12-21,872.7999877929688,850.4000244140625,866.0,872.7999877929688,5405.0,872.7999877929688
2021-12-20,865.4000244140625,841.2000122070312,857.0,859.0,5068.0,859.0
2021-12-17,871.5999755859375,840.2000122070312,845.0,869.0,16949.0,869.0
2021-12-16,840.5999755859375,826.5999755859375,840.2000122070312,832.0,8703.0,832.0
2021-12-15,820.0,804.5999755859375,812.5999755859375,815.4000244140625,8307.0,815.4000244140625
2021-12-14,843.4000244140625,810.2000122070312,843.4000244140625,812.5999755859375,7796.0,812.5999755859375
2021-12-13,856.5999755859375,828.4000244140625,833.4000244140625,838.5999755859375,4737.0,838.5999755859375
2021-12-10,862.2000122070312,825.4000244140625,854.5999755859375,828.0,8771.0,828.0
2021-12-09,869.7999877929688,855.0,856.7999877929688,860.2000122070312,5764.0,860.2000122070312
2021-12-08,862.2000122070312,849.5999755859375,853.4000244140625,852.0,8345.0,852.0
2021-12-07,826.2000122070312,826.2000122070312,826.2000122070312,826.2000122070312,0.0,826.2000122070312
2021-12-06,834.0,816.7999877929688,823.0,826.2000122070312,4022.0,826.2000122070312
2021-12-03,836.2000122070312,815.5999755859375,831.2000122070312,817.4000244140625,4964.0,817.4000244140625
2021-12-02,839.4000244140625,817.7999877929688,837.7999877929688,826.0,4303.0,826.0
2021-12-01,843.7999877929688,813.7999877929688,818.4000244140625,841.7999877929688,7847.0,841.7999877929688
2021-11-30,826.0,800.0,800.0,814.2000122070312,15909.0,814.2000122070312
2021-11-29,820.2000122070312,804.0,804.0,811.5999755859375,6642.0,811.5999755859375
2021-11-26,823.0,798.7999877929688,810.0,804.0,5800.0,804.0
2021-11-25,828.5999755859375,815.7999877929688,819.2000122070312,823.0,3036.0,823.0
2021-11-24,830.4000244140625,799.0,822.0,816.0,9526.0,816.0
2021-11-23,839.7999877929688,812.7999877929688,838.0,817.0,9221.0,817.0
2021-11-22,867.5999755859375,841.2000122070312,862.2000122070312,843.4000244140625,8367.0,843.4000244140625
2021-11-19,878.7999877929688,861.4000244140625,865.0,867.2000122070312,7710.0,867.2000122070312
2021-11-18,878.2000122070312,865.2000122070312,865.7999877929688,868.5999755859375,4626.0,868.5999755859375
2021-11-17,884.2000122070312,865.7999877929688,877.4000244140625,873.5999755859375,4832.0,873.5999755859375
2021-11-16,889.5999755859375,863.4000244140625,884.0,879.0,4325.0,879.0
2021-11-15,888.0,875.0,879.2000122070312,884.2000122070312,4239.0,884.2000122070312
2021-11-12,882.4000244140625,866.4000244140625,876.4000244140625,880.4000244140625,5302.0,880.4000244140625
2021-11-11,881.5999755859375,867.7999877929688,880.0,876.0,7445.0,876.0
2021-11-10,900.0,853.4000244140625,894.5999755859375,879.0,13318.0,879.0
2021-11-09,919.2000122070312,893.5999755859375,908.5999755859375,894.7999877929688,5910.0,894.7999877929688
2021-11-08,909.5999755859375,876.5999755859375,881.0,908.7999877929688,8011.0,908.7999877929688
2021-11-05,903.2000122070312,876.4000244140625,896.4000244140625,883.0,6764.0,883.0
2021-11-04,896.7999877929688,852.5999755859375,892.2000122070312,894.5999755859375,13244.0,894.5999755859375
2021-11-03,898.0,846.2000122070312,867.5999755859375,887.7999877929688,15545.0,887.7999877929688
2021-11-02,879.5999755859375,862.7999877929688,864.4000244140625,871.5999755859375,6087.0,871.5999755859375
2021-11-01,870.5999755859375,861.0,864.0,869.4000244140625,6635.0,869.4000244140625
2021-10-29,859.5999755859375,842.4000244140625,844.2000122070312,859.5999755859375,5360.0,859.5999755859375
2021-10-28,850.0,834.7999877929688,843.0,850.0,7547.0,850.0
2021-10-27,847.5999755859375,830.0,836.4000244140625,840.7999877929688,7585.0,840.7999877929688
2021-10-26,863.7999877929688,831.5999755859375,854.0,836.7999877929688,7635.0,836.7999877929688
2021-10-25,856.2000122070312,840.7999877929688,853.0,854.7999877929688,5451.0,854.7999877929688
2021-10-22,861.2000122070312,841.0,842.7999877929688,850.4000244140625,5072.0,850.4000244140625
2021-10-21,843.5999755859375,825.0,832.5999755859375,840.0,5698.0,840.0
2021-10-20,840.2000122070312,828.0,830.2000122070312,839.0,6642.0,839.0
2021-10-19,836.2000122070312,818.0,821.2000122070312,835.4000244140625,9377.0,835.4000244140625
2021-10-18,838.7999877929688,805.4000244140625,831.5999755859375,818.0,17942.0,818.0
2021-10-15,795.0,779.4000244140625,788.2000122070312,792.2000122070312,8361.0,792.2000122070312
2021-10-14,787.7999877929688,755.0,762.0,783.0,18528.0,783.0
2021-10-13,758.7999877929688,730.7999877929688,741.2000122070312,755.5999755859375,7326.0,755.5999755859375
2021-10-12,748.4000244140625,716.5999755859375,724.2000122070312,743.5999755859375,9675.0,743.5999755859375
2021-10-11,737.7999877929688,722.5999755859375,733.5999755859375,732.4000244140625,11421.0,732.4000244140625
2021-10-08,751.0,733.0,747.2000122070312,734.0,11427.0,734.0
2021-10-07,759.2000122070312,738.0,758.4000244140625,747.4000244140625,16718.0,747.4000244140625
2021-10-06,752.0,729.2000122070312,750.0,749.0,20138.0,749.0
2021-10-05,782.0,747.5999755859375,781.5999755859375,747.5999755859375,18828.0,747.5999755859375
2021-10-04,807.4000244140625,782.5999755859375,792.7999877929688,785.5999755859375,12671.0,785.5999755859375
2021-10-01,817.2000122070312,794.0,811.0,798.0,10748.0,798.0
2021-09-30,834.7999877929688,813.5999755859375,826.5999755859375,814.5999755859375,8628.0,814.5999755859375
2021-09-29,847.0,820.2000122070312,826.0,821.2000122070312,8542.0,821.2000122070312
2021-09-28,851.0,823.2000122070312,851.0,826.0,9763.0,826.0
2021-09-27,887.4000244140625,838.5999755859375,876.0,853.2000122070312,10504.0,853.2000122070312
2021-09-24,882.2000122070312,859.5999755859375,882.2000122070312,875.0,13277.0,875.0
2021-09-23,897.0,877.0,891.7999877929688,880.0,16057.0,880.0
2021-09-22,886.7999877929688,868.7999877929688,886.4000244140625,885.0,5849.0,885.0
2021-09-21,893.2000122070312,870.0,870.0,878.0,9383.0,878.0
2021-09-20,876.7999877929688,842.0,857.0,867.4000244140625,10500.0,867.4000244140625
2021-09-17,902.5999755859375,870.2000122070312,900.4000244140625,870.2000122070312,50742.0,870.2000122070312
2021-09-16,911.4000244140625,895.7999877929688,907.5999755859375,895.7999877929688,12127.0,895.7999877929688
2021-09-15,937.0,903.5999755859375,933.0,904.2000122070312,7351.0,904.2000122070312
2021-09-14,933.0,915.4000244140625,916.5999755859375,932.2000122070312,5520.0,932.2000122070312
2021-09-13,939.5999755859375,920.4000244140625,938.7999877929688,921.7999877929688,6109.0,921.7999877929688
2021-09-10,952.2000122070312,936.5999755859375,937.7999877929688,938.7999877929688,7586.0,938.7999877929688
2021-09-09,936.2000122070312,909.5999755859375,921.0,932.4000244140625,3797.0,932.4000244140625
2021-09-08,922.0,908.5999755859375,921.5999755859375,917.5999755859375,6794.0,917.5999755859375
2021-09-07,951.0,923.0,938.4000244140625,925.0,8008.0,925.0
2021-09-06,957.4000244140625,934.2000122070312,944.2000122070312,937.4000244140625,7957.0,937.4000244140625
2021-09-03,966.7999877929688,942.4000244140625,946.7999877929688,944.0,6208.0,944.0
2021-09-02,952.2000122070312,929.5999755859375,931.7999877929688,943.0,7524.0,943.0
2021-09-01,978.7999877929688,931.5999755859375,974.5999755859375,933.4000244140625,7649.0,933.4000244140625
2021-08-31,980.4000244140625,961.0,965.7999877929688,968.5999755859375,13504.0,968.5999755859375
2021-08-30,963.2000122070312,945.4000244140625,947.5999755859375,960.7999877929688,4784.0,960.7999877929688
2021-08-27,946.7999877929688,927.7999877929688,933.0,943.4000244140625,4148.0,943.4000244140625
2021-08-26,945.5999755859375,919.4000244140625,942.7999877929688,930.5999755859375,4572.0,930.5999755859375
2021-08-25,947.2000122070312,934.4000244140625,943.2000122070312,945.5999755859375,4539.0,945.5999755859375
2021-08-24,947.5999755859375,933.2000122070312,937.5999755859375,940.4000244140625,5134.0,940.4000244140625
2021-08-23,933.7999877929688,922.4000244140625,924.4000244140625,930.5999755859375,4928.0,930.5999755859375
2021-08-20,923.0,898.2000122070312,915.2000122070312,918.7999877929688,7332.0,918.7999877929688
2021-08-19,923.7999877929688,906.7999877929688,923.7999877929688,913.7999877929688,7742.0,913.7999877929688
2021-08-18,940.4000244140625,915.7999877929688,915.7999877929688,932.2000122070312,5478.0,932.2000122070312
2021-08-17,932.5999755859375,914.7999877929688,924.7999877929688,924.4000244140625,5757.0,924.4000244140625
2021-08-16,932.5999755859375,915.2000122070312,924.7999877929688,922.0,5933.0,922.0
2021-08-13,941.0,925.4000244140625,935.5999755859375,940.5999755859375,5282.0,940.5999755859375
2021-08-12,962.5999755859375,930.0,953.5999755859375,938.7999877929688,6434.0,938.7999877929688
2021-08-11,967.2000122070312,939.4000244140625,939.7999877929688,962.4000244140625,8218.0,962.4000244140625
2021-08-10,948.2000122070312,925.4000244140625,926.4000244140625,942.0,7376.0,942.0
2021-08-09,954.7999877929688,920.2000122070312,954.2000122070312,924.5999755859375,10754.0,924.5999755859375
2021-08-06,1032.0,951.2000122070312,1025.0,954.0,9889.0,954.0
2021-08-05,1033.5,951.0,951.0,1029.5,15332.0,1029.5
2021-08-04,955.0,925.4000244140625,926.7999877929688,953.2000122070312,10540.0,953.2000122070312
2021-08-03,933.5999755859375,921.4000244140625,933.5999755859375,927.0,9230.0,927.0
2021-08-02,935.7999877929688,916.0,924.5999755859375,934.7999877929688,7380.0,934.7999877929688
2021-07-30,923.0,901.4000244140625,913.4000244140625,915.7999877929688,10697.0,915.7999877929688
2021-07-29,932.0,911.0,911.0,917.7999877929688,11960.0,917.7999877929688
2021-07-28,932.0,910.4000244140625,927.5999755859375,914.5999755859375,15181.0,914.5999755859375
2021-07-27,941.0,914.2000122070312,919.4000244140625,928.7999877929688,10145.0,928.7999877929688
2021-07-26,929.4000244140625,895.0,897.2000122070312,923.7999877929688,17718.0,923.7999877929688
2021-07-23,902.2000122070312,875.5999755859375,876.7999877929688,899.7999877929688,14728.0,899.7999877929688
2021-07-22,872.0,824.7999877929688,825.7999877929688,871.7999877929688,22246.0,871.7999877929688
2021-07-21,826.4000244140625,809.7999877929688,814.4000244140625,825.7999877929688,6608.0,825.7999877929688
2021-07-20,815.2000122070312,800.4000244140625,807.4000244140625,811.0,11897.0,811.0
2021-07-19,815.5999755859375,792.7999877929688,813.5999755859375,800.4000244140625,11264.0,800.4000244140625
2021-07-16,817.7999877929688,802.0,808.0,815.4000244140625,7075.0,815.4000244140625
2021-07-15,821.0,803.5999755859375,814.0,813.2000122070312,10160.0,813.2000122070312
2021-07-14,822.7999877929688,807.5999755859375,819.2000122070312,818.4000244140625,5741.0,818.4000244140625
2021-07-13,820.0,792.2000122070312,799.5999755859375,818.5999755859375,7306.0,818.5999755859375
2021-07-12,803.7999877929688,793.4000244140625,795.5999755859375,793.7999877929688,4625.0,793.7999877929688
2021-07-09,800.4000244140625,784.5999755859375,788.5999755859375,798.5999755859375,6187.0,798.5999755859375
2021-07-08,793.2000122070312,774.5999755859375,787.2000122070312,784.2000122070312,6061.0,784.2000122070312
2021-07-07,794.0,778.4000244140625,780.0,790.0,6638.0,790.0
2021-07-06,778.0,761.4000244140625,769.5999755859375,774.4000244140625,5133.0,774.4000244140625
2021-07-05,774.0,762.4000244140625,765.2000122070312,768.7999877929688,5729.0,768.7999877929688
2021-07-02,766.4000244140625,752.2000122070312,760.4000244140625,765.0,5880.0,765.0
2021-07-01,775.0,757.2000122070312,773.5999755859375,758.5999755859375,8163.0,758.5999755859375
2021-06-30,776.4000244140625,757.0,770.0,764.0,8998.0,764.0
2021-06-29,786.5999755859375,770.7999877929688,775.0,772.7999877929688,6894.0,772.7999877929688
2021-06-28,780.2000122070312,762.7999877929688,765.4000244140625,774.2000122070312,5882.0,774.2000122070312
