Date,High,Low,Open,Close,Volume,Adj Close
2022-03-04,784.0,749.0,755.7999877929688,759.5999755859375,52834.0,759.5999755859375
2022-03-03,799.4000244140625,768.7000122070312,792.5999755859375,773.5999755859375,37574.0,773.5999755859375
2022-03-02,799.9000244140625,764.2999877929688,778.2000122070312,773.0,50865.0,773.0
2022-03-01,798.0,761.2000122070312,783.7999877929688,775.0,61301.0,775.0
2022-02-28,776.2999877929688,703.0999755859375,708.0,776.2999877929688,61051.0,776.2999877929688
2022-02-25,735.9000244140625,697.5,705.5999755859375,720.5,78888.0,720.5
2022-02-24,695.0999755859375,619.2000122070312,628.0,682.4000244140625,189621.0,682.4000244140625
2022-02-23,745.0,694.7999877929688,731.0,697.2000122070312,39731.0,697.2000122070312
2022-02-22,755.0,713.0999755859375,715.2999877929688,724.5,69937.0,724.5
2022-02-21,761.2999877929688,733.9000244140625,756.0,740.5,32325.0,740.5
2022-02-18,782.5,743.9000244140625,776.2000122070312,746.5999755859375,45871.0,746.5999755859375
2022-02-17,808.0,780.0,803.5,788.0,27850.0,788.0
2022-02-16,818.5999755859375,794.7000122070312,813.2000122070312,799.9000244140625,41837.0,799.9000244140625
2022-02-15,812.0,778.0,781.7000122070312,807.5999755859375,43184.0,807.5999755859375
2022-02-14,795.2000122070312,737.0999755859375,750.2000122070312,791.2999877929688,76029.0,791.2999877929688
2022-02-11,802.5999755859375,774.7999877929688,792.5,777.2999877929688,26903.0,777.2999877929688
2022-02-10,821.7999877929688,795.7000122070312,816.0,809.0999755859375,32362.0,809.0999755859375
2022-02-09,827.7000122070312,806.5999755859375,811.0,815.4000244140625,22418.0,815.4000244140625
2022-02-08,805.0,784.0,797.0,802.7999877929688,34912.0,802.7999877929688
2022-02-07,828.2000122070312,800.9000244140625,813.0,800.9000244140625,28746.0,800.9000244140625
2022-02-04,797.2999877929688,770.7999877929688,793.2000122070312,789.7999877929688,37831.0,789.7999877929688
2022-02-03,820.2999877929688,769.0,787.0,810.2000122070312,37995.0,810.2000122070312
2022-02-02,837.2999877929688,792.5999755859375,836.7000122070312,793.7999877929688,31045.0,793.7999877929688
2022-02-01,844.9000244140625,804.0999755859375,840.2999877929688,834.0999755859375,62219.0,834.0999755859375
2022-01-31,824.7999877929688,764.0,768.9000244140625,823.2999877929688,73389.0,823.2999877929688
2022-01-28,767.5,710.0999755859375,762.0,759.2000122070312,119061.0,759.2000122070312
2022-01-27,851.2999877929688,771.7999877929688,822.0,781.7999877929688,80496.0,781.7999877929688
2022-01-26,853.0,827.9000244140625,830.0999755859375,841.0,68754.0,841.0
2022-01-25,826.9000244140625,791.2000122070312,804.0,809.0,67697.0,809.0
2022-01-24,851.5,759.2999877929688,837.0,779.7000122070312,131333.0,779.7000122070312
2022-01-21,887.9000244140625,838.5,880.5,864.7000122070312,58531.0,864.7000122070312
2022-01-20,917.0999755859375,884.0,891.0,911.9000244140625,31962.0,911.9000244140625
2022-01-19,930.0,877.7000122070312,900.0,881.7999877929688,35275.0,881.7999877929688
2022-01-18,942.2999877929688,892.2000122070312,907.0999755859375,920.2000122070312,40306.0,920.2000122070312
2022-01-17,928.0,912.0,919.4000244140625,922.0,12050.0,922.0
2022-01-14,917.0,871.7000122070312,907.5,910.9000244140625,38111.0,910.9000244140625
2022-01-13,972.0,930.0,959.0,942.2999877929688,22306.0,942.2999877929688
2022-01-12,965.0,930.5999755859375,943.0,955.7999877929688,25330.0,955.7999877929688
2022-01-11,951.5999755859375,919.4000244140625,937.4000244140625,938.2000122070312,37408.0,938.2000122070312
2022-01-10,923.2000122070312,867.5999755859375,921.0,904.5999755859375,62232.0,904.5999755859375
2022-01-07,959.2999877929688,902.7000122070312,945.9000244140625,919.0999755859375,50961.0,919.0999755859375
2022-01-06,976.0,903.0999755859375,974.0999755859375,932.0999755859375,68827.0,932.0999755859375
2022-01-05,1032.0,997.0,1001.5999755859375,1013.5999755859375,29345.0,1013.5999755859375
